id,name,description,category
8436017225570,CATAN NAVEGANTES,"

Una de las expansiones más populares del juego de mesa Catán al fin se puede jugar a 5-6 jugadores. ¡Zarpa por los Mares de Catan!

Es necesario Cátan Juego Básico, Cátan Ampliación 5-6 Jugadores y Cátan – Navegantes para jugar.
","[""Juegos de mesa""]"
8436017220124,CATAN CIUDADES Y CABALLEROS,"Ciudades y Caballeros añade un nuevo nivel de complejidad a la vez que interactividad ente los jugadores al ya de por sí interactivo juego de mesa Catán.

Dos de los elementos principales del juego, las Ciudades y los Caballeros que las protegen adquieren una nueva dimensión y protagonismo lo que da para partidas más competitivas y disputadas.

Es necesario Catán – Juego Básico para jugar.","[""Juegos de mesa""]"
8436017220520,8436017220520,,[]
8436017228175,Catan Junior ,Edición para los más jóvenes del famosísimo juego de mesa Catán.,"[""Juegos de mesa""]"
8436017227062,CATAN MERCADERES Y BÁRBAROS,Expansión del juego de mesa Catán.,"[""Juegos de mesa""]"
8436017228588,CATAN PLUS (2019),"

Una nueva edición de la versión Plus del popular juego de mesa. Incluye el juego Catan, la expansión para 5-6 jugadores, las miniexpansiones Mejores amigos y Los ayudantes, los mapas de Córcega y Nueva York, y el juego de dados. 2-6 JUG + 8 AÑOS
","[""Juegos de mesa""]"
8436017223644,CARCASSONNE JUNIOR,"Versión para los más pequeños de la casa del popular juego de mesa. Los jugadores construyen escondrijos y encuentran la misteriosa isla encantada, en la que vive el Capitán fantasma.","[""Juegos de mesa""]"
8436017220285,LA ISLA PROHIBIDA," “¡Atrévete a descubrir la Isla Prohibida! Únete a un intrépido grupo de aventureros en una misión para capturar los cuatro tesoros sagrados de este peligroso paraíso.” La Isla Prohibida es un emocionante juego colaborativo en el que los jugadores tratan de hacerse con los tesoros de una mítica isla misteriosa, antes de que las aguas la cubran por completo. Este juego de mesa, diseñado por Matt Leacock, ha ganado ya varios premios internacionales: 2010: Mensa Select Winner 2010: BoardGameGeek Golden Geek y es firme candidato a hacerse con unos cuantos más.","[""Juegos de mesa""]"
8436017221275,La Escalera Encantada,"En lo alto de un Castillo vive un viejo Fantasma. De puntillas, un grupo de atrevidos niños empieza a subir las escaleras; todos quieren ser el primero en llegar a lo más alto y asustar al fantasma con un buen ¡Buuuuu! Pero el Fantasma ya conoce este juego, y por ello ha encantado las escaleras, de modo que los niños, a medida que van subiendo, ¡también se convierten en Fantasmas!

Cada vez que un jugador tira el dado y sale la imagen de un Fantasma, puede poner uno de los Fantasmas sobre el peón de un jugador cualquiera. Una misteriosa fuerza magnética les une: ¡el peón ha desaparecido! Ahora sólo hay que recordar debajo de qué Fantasma está vuestro peón. Si todos los peones ya se han transformado, cada vez que el dado muestre un Fantasma, se intercambiarán las posiciones de dos fantasmas. El ganador del juego de mesa será aquel que consiga recordar dónde está su peón, a pesar de toda la confusión, y llegar al último peldaño con su Fantasma.","[""Juegos de mesa""]"
8436017226546,Sagrada," Como experto artesano, en este juego de mesa tienes en mente realizar una obra de arte con tu próxima vidriera, que será colocada en la Sagrada Familia. Los jugadores alternarán turnos escogiendo piezas de cristal, representadas mediante dados. Tendrán que escoger cuidadosamente, ya que las vidrieras tienen colores y opacidades únicas, de forma que un dado nunca podrá colocarse adyacente a otro que comparta alguna de estas características. Dispondrás de herramientas que te ayudarán a lograr completar esta importante tarea. Aumenta tu prestigio adaptando la obra a los deseos de los admiradores, pero siempre manteniendo un estilo propio mientras completas tu próxima obra maestra del vidrio. ","[""Juegos de mesa""]"
3760146640382,Raptor,Juego de mesa,"[""Juegos de mesa""]"
8436017223071,Fauna,"¿Sabrías decir cuánto mide la cola de un oso polar? ¿Y que una jirafa puede medir más de 5 metros? En el juego de mesa Fauna, los jugadores tendrán que vérselas con éstas y muchas más preguntas","[""Juegos de mesa""]"
8436017222920,Terra,"¿Qué profundo es el lago Baikal? ¿Cuando se inauguro el Puente de Calatrava? Los jugadores en un viaje alrededor del mundo visitan los lugares más famosos, desde las más altas cimas de las montañas, hasta las islas más pequeñas. Desde el ecuador, a los polos de la Tierra.¡Hay mucho que descubrir en este juego de mesa! ¿Quién sabe la longuitud del Amazonas?","[""Juegos de mesa""]"
3296580851881,Monkey D. Luffy Manga Dimension One Piece Estatua PVC Master Star Piece  27 cm,"<p class=""ng-binding"">Estatua del anime/manga ""One Piece"" de la línea ""Master Star Piece"" del fabricante Banpresto. Fabricada en PVC mide un tamaño de aprox. 27 cm de altura. Viene en una caja con ventana.</p>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime"",""Manga y Anime > One Piece"",""Manga y Anime > One Piece"",""Manga y Anime > One Piece > Figuras""]"
0699788832097,DARKSEID PVC DIORAMA ESTATUA 25 CM DC COMIC GALLERY,,"[""Superhéroes > DC""]"
4983164397659,SAKURA HARUNO FIGURA 23 CM NARUTO SHIPPUDEN GRANDISTA SHINOBI RELATIONS,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Banpresto para la colección Grandista presenta la figura de Haruno Sakura, del popular manga y anime ""Naruto Shippuden"". Esta figura está hecha en PVC, mide unos 23 cm de alto e incluye una base soporte especial para exposición.</span></div>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras""]"
3296580805471,NARUTO UZUMAKI FIGURA 27 CM NARUTO SHIPPUDEN GRANDISTA,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Banpresto para la colección Grandista presenta la figura de Naruto Uzumaki, del popular manga y anime ""Naruto Shippuden"". Esta figura está hecha en PVC mide unos 27 cm de alto e incluye una base soporte especial para exposición.</span></div>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras""]"
3512612528567671,Naruto Shippuden Figura DXF Naruto Uzumaki 15 cm,"<p class=""ng-binding"">Banpresto nos presenta el figura del anime ´Naruto Shippuden´. Cada una tiene un tamaño de 15 cm.</p>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras""]"
4983164199444,SHOTO TODOROKI FIGURA 13 CM MY HERO ACADEMIA BANPRESTO FIGURE COLOSSEUM VOL. 3,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Banpresto para la colección Banpresto Figure Colosseum presenta la figura de Shoto Todoroki de la serie de anime ""My Hero Academia"". Esta figura está hecha en PVC, mide unos 13 cm de alto e incluye una base soporte para exposición.</span></div>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras""]"
3296580826735,My Hero Academia Estatua PVC Enter The Hero Izuku Midoriya 16 cm,"<p class=""ng-binding"">Estatua del manga ""My Hero Academia"" del fabricante Banpresto. Fabricada en PVC, tamaño aprox. 16 cm. Viene con una base en una caja de regalo.</p>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > My Hero Academia"",""Manga y Anime > My Hero Academia > Figuras""]"
3296580854554,Super Saiyan Vegeta 13 cm Dragon Ball Super Estatua PVC Chosenshiretsuden,"<p class=""ng-binding"">Estatua del anime ""Dragon Ball Super"" de la línea ""Chosenshiretsuden"". Fabricada en PVC mide un tamaño de aprox. 13 cm de altura. Viene con una base en una caja de regalo.</p>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
4983164399431,Super Saiyan 2 Goku Dragon Ball Z Dokkan Battle Estatua PVC  (Angel) 15 cm,"<p class=""ng-binding"">Estatua del anime/manga famosa ""Dragon Ball Z"" de la línea ""Dokkan Battle"" del fabricante Banpresto. Fabricada en PVC mide aprox. 15 cm de altura. Viene con una base en una caja de regalo.</p>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
4983164399448,Majin Vegeta Dokkan Battle Dragon Ball Z Estatua PVC 14 cm,"<p class=""ng-binding"">Estatua del anime/manga famosa ""Dragon Ball Z"" de la línea ""Dokkan Battle"" del fabricante Banpresto. Fabricada en PVC mide aprox. 14 cm de altura. Viene con una base en una caja de regalo.</p>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
4983164399479,Special Cheelai Dragon Ball Super Estatua PVC BWFC 17 cm,"<p class=""ng-binding"">Estatua del anime ""Dragon Ball Super"" de la línea ""BWFC (Banpresto World Figure Colosseum)"". Fabricada en PVC mide un tamaño de aprox. 17 cm de altura. Viene con una base en una caja de regalo.</p>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
4983164396508,Super Saiyan Broly 18 cm Dragon Ball Super Estatua Match Makers,"<p class=""ng-binding"">Estatua de PVC del anime ""Dragon Ball Super"", tamaño aprox. 18 cm.</p>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
3296580259847,Gohan SSJ 2 Dragon Ball Z Estatua PVC SCultures Big Budoukai 7 16 cm,"<p class=""ng-binding"">Estatua de la manga famosa ´Dragon Ball Z´ de la línea ´SCultures´ del fabricante Banpresto. Fabricada en PVC mide un tamaño de aprox. 16 cm de altura. Viene con una base en una caja de regalo.</p>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
3296580851935,Gogeta Super Saiyan God Dragon Ball Super Estatua PVC Z-Battle Super  17 cm,"<p class=""ng-binding"">Estatua del anime ""Dragon Ball Super"" de la línea ""Z-Battle"". Fabricada en PVC mide un tamaño de aprox. 17 cm de altura. Viene con una base en una caja de regalo.</p>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
3296580851904,Vegeta Super Saiyan God Dragonball Super Estatua PVC Z-Battle16 cm,"<p class=""ng-binding"">Estatua del anime ""Dragonball Super"" de la línea ""Z-Battle"". Fabricada en PVC mide un tamaño de aprox. 16 cm de altura. Viene con una base en una caja de regalo.</p>",[]
3296580851959,Super Saiyan God Super Saiyan Son Goku Dragon Ball Super Estatua PVC Z-Battle  16 cm,"<p class=""ng-binding"">Estatua del anime ""Dragon Ball Super"" de la línea ""Z-Battle"". Fabricada en PVC mide un tamaño de aprox. 16 cm de altura. Viene con una base en una caja de regalo.</p>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
3296580851966,Broly Super Saiyan Dragon Ball Super Estatua PVC Z-Battle  19 cm,"<p class=""ng-binding"">Estatua del anime ""Dragon Ball Super"" de la línea ""Z-Battle"". Fabricada en PVC mide un tamaño de aprox. 19 cm de altura. Viene con una base en una caja de regalo.</p>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
3296580851898,Ultra Instinct Son Goku Dragonball Super Estatua PVC Z-Battle 17 cm,"<p class=""ng-binding"">Estatua del anime ""Dragonball Super"" de la línea ""Z-Battle"". Fabricada en PVC mide un tamaño de aprox. 17 cm de altura. Viene con una base en una caja de regalo.</p>",[]
3296580851911,Dragonball Super Estatua PVC Z-Battle Super Saiyan Son Goku 16 cm,"<p class=""ng-binding"">Estatua del anime ""Dragonball Super"" de la línea ""Z-Battle"". Fabricada en PVC mide un tamaño de aprox. 16 cm de altura. Viene con una base en una caja de regalo.</p>",[]
3296580851928,freezer Dragon Ball Super Estatua PVC Z-Battle Frieza 14 cm,"<h1 class=""new ng-binding"">Dragon Ball Super Estatua PVC Z-Battle Frieza 14 cm</h1>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
4573102587657,Dragon Ball Estatua PVC Ichibansho Super Saiyan 4 Vegeta 24 cm,"<p class=""ng-binding"">Estatua de PVC de la línea ""Ichibansho"", tamaño aprox. 24 cm.</p>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
4573102579089,Son Goku Dragon Ball Heroes Estatua PVC Ichibansho (Ultra Instinct) 25 cm,"<p class=""ng-binding"">Estatua de PVC de la línea ""Ichibansho"", tamaño aprox. 25 cm.</p>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
4573102579102,The Masked Saiyan Dragon Ball Heroes Estatua PVC Ichibansho  20 cm,"<p class=""ng-binding"">Estatua de PVC de la línea ""Ichibansho"", tamaño aprox. 25 cm.</p>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras""]"
3296580261888,Monkey D. Luffy Special Color Ver. One Piece Figura SCultures Big Zoukeio 16 cm,"<p class=""ng-binding"">Estatua de la manga famosa ´One Piece´ de la línea ´SCultures´ del fabricante Banpresto. Fabricada en PVC mide un tamaño de aprox. 16 cm de altura. Viene con una base en una caja de regalo.</p>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > One Piece"",""Manga y Anime > One Piece"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Manga y Anime > One Piece > Figuras""]"
3296580269013,Portgas D. Ace Burning Color Ver. One Piece Figura SCultures 19 cm,"<p class=""ng-binding"">Estatua de la manga famosa ´One Piece´ de la línea ´SCultures´ del fabricante Banpresto. Fabricada en PVC mide un tamaño de aprox. 19 cm de altura. Viene con una base en una caja de regalo.</p>","[""Fabricantes / Marcas > Banpresto"",""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > One Piece"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Manga y Anime > One Piece > Figuras""]"
4573102581518,Trafalgar Law One Piece Estatua PVC Ichibansho 27 cm,"<p class=""ng-binding"">Estatua de PVC de la línea ""Ichibansho"", tamaño aprox. 27 cm.</p>","[""Manga y Anime"",""Manga y Anime > One Piece"",""Manga y Anime > One Piece > Figuras""]"
3296580852048,Monkey D. Luffy One Piece Figura Japanese Style 25 cm,"<p class=""ng-binding"">Estatua de la manga famosa ´One Piece´. Fabricada en PVC mide un tamaño de aprox. 25 cm de altura. Viene con una base en una caja de regalo.</p>","[""Manga y Anime"",""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > One Piece"",""Manga y Anime > One Piece"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Manga y Anime > One Piece > Figuras""]"
