id,name,description,category
4573102591845,MONKEY D. LUFFY EXTRA BATTLE PARAMOUNT WAR FIG 12 CM ONE PIECE FIGUARTS ZERO,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Tamashii Nations presenta la figura de Monkey D. Luffy, el indiscutible protagonista de One Piece, para la colección Figuarts Zero Extra Battle. La figura muestra a Luffy en Second Gear, enrojecido y con los músculos bombeados para la acción mientras activa la poderosa habilidad de lucha en la Paramount War. Incluye una base display para sujetar la figura.</span></div>","[""Manga y Anime"",""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Fabricantes / Marcas > Tamashii Natios > Figuarts Zero"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > One Piece"",""Manga y Anime > One Piece"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Manga y Anime > One Piece > Figuras"",""Fabricantes / Marcas > Tamashii Nations""]"
0699788834039,DAWNBREAKER DIORAMA PVC 23 CM DARK NIGHTS METAL DC COMIC GALLERY,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Diamond Select Toys nos presenta esta figura de PVC de Dawnbreaker, para la colección DC Comic Gallery. Se basa en el diseño de Caesar, de las series Dark Nights: Metal. Mide unos 25 cm y ha sido esculpida por Alterton. Se muestra al personaje Bruce Wayne de Earth-32, Dawnbreaker, con un anillo de poder y una oscuridad que lo consume todo, flotando sobre una nube de murciélagos de energía verde.</span></div>","[""Superhéroes > DC"",""Fabricantes / Marcas > Diamond Select Toys - Gallery"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras""]"
0761941257488,Batman Black and White,,"[""Superhéroes > DC"",""Superhéroes""]"
4934054092840,VENGADORES ERA DE ULTRON ESTATUA PVC ARTFX+ 110 HULK 24CM," Estatua de Hulk en escala 1/10, tamaño aprox. 24 cm. Modelo de la línea ARTFX+ de Kotobukiya. Viene con una base en una caja con ventana. ","[""Superhéroes > Marvel"",""Superhéroes""]"
0699788211397,X-Men Dark Phoenix,,[]
0699788212011,699788212011,,[]
0699788212202,699788212202,,[]
0699788832950,RONIN VENGADORES ENDGAME,,"[""Superhéroes > Marvel"",""Superhéroes""]"
0699788212554,DOCTOR STRANGE MARVEL MILLESTONES ESTATUA RESINA,,"[""Superhéroes > Marvel""]"
0699788839300,Thanos Diorama Marvel Comic Gallery 23cm,,"[""Superhéroes > Marvel""]"
5010993579235,MARVEL Legends Series - Vengadores 2019 - Wave 1 - Ebony Maw,,"[""Superhéroes > Marvel"",""Superhéroes > Marvel"",""Superhéroes""]"
5010993579228,MARVEL Legends Series - Vengadores 2019 - Wave 1 - Ronin,,"[""Superhéroes > Marvel"",""Superhéroes > Marvel"",""Superhéroes""]"
5010993594771,"
Marvel Legends X-Men Marvel Forge
",,"[""Superhéroes > Marvel""]"
5010993594757,Marvel Legends Series X-Men Jubilee,,"[""Superhéroes > Marvel""]"
5010993594764,Marvel Legends Marvel's Beast,,"[""Superhéroes > Marvel""]"
0634482420461,"HANNIBAL LECTER 18""",Neca presenta su figura de Hannibal Lecter de la película El Silencio de los corderos,"[""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Fabricantes / Marcas > Neca"",""Manga y Anime > One Piece > Figuras""]"
4573102576729,BULMA ADVENTURE BEGINS FIGURA 13.5 CM DRAGON BALL SH FIGUARTS,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Tamashii Nations presenta para la colección S.H. Figuarts la figura, esta nueva versión del personaje Bulma tal y como aparecía vestida en los primeros episodios de la serie clásica de ""Dragon Ball"". Viste su característico vestido rosa con un lazo rojo en el pelo. Esta figura articulada está hecha en PVC y mide unos 13.5 cm de alto e incluye 2x manos izquierdas intercambiables, 5x manos derechas intercambiables, 2x caras opcionales, 1x bola de Dragón (2 estrellas), 1x pistola, 1x Dragón radar y una base soporte. *Figura compatible con la Bulma's Motorcycle -Hoipoi Capsule #9.</span></div>","[""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Fabricantes / Marcas > Tamashii Natios > SH Figuarts"",""Fabricantes / Marcas > Tamashii Nations""]"
4549660143406,TP TIME PATROLLER XENOVERSE EDITION FIGURA 14 CM DRAGON BALL XENOVERSE SH FIGUARTS,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Tamashii Nations presenta dentro de su línea de figuras S.H. Figuarts la figura de TP (Time Patroller) en su versión para el popular videojuego ""Dragon Ball Xenoverse"". Esta figura articulada hecha en PVC mide unos 14 cm de alto. Incluye cabeza alternativa con aspecto Super Saiyan, 3x set de manos intercambiables, 3x expresiones faciales, efecto kamehameha y base soporte con brazo articulado.</span></div>","[""Videojuegos"",""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Fabricantes / Marcas > Tamashii Natios > SH Figuarts"",""Fabricantes / Marcas > Tamashii Nations""]"
4573102587602,EDOGAWA CONAN TRACKING MODE FIGURA 9 CM DETECTIVE CONAN CASE CLOSED SH FIGUARTS,,"[""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Fabricantes / Marcas > Tamashii Natios > SH Figuarts""]"
4573102576286,RADAR DRAGON REPLICA 10 CM DRAGON BALL PROPLICA,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Tamashii Nations lanza esta réplica con luz LED y sonido del radar Dragon, basado en la serie manga más popular ""Dragon Ball"", para la colección Proplica. Aprieta el botón para activar diferentes modos de visualización y sonidos realistas. La réplica mide unos 10 CM e incluye una peana para exposición y cordón opcional para usarlo de complemento. Usa 3x baterías LR44 (incluidas).</span></div>","[""Manga y Anime"",""Manga y Anime > Dragon Ball"",""Manga y Anime > Dragon Ball > Figuras"",""Fabricantes / Marcas > Tamashii Nations""]"
4573102556790,EDOGAWA CONAN FIGURA 9 CM DETECTIVE CONAN CASE CLOSED SH FIGUARTS,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Tamashii Nations se enorgullece de presentar la figura del legendario Detective Conan (Edogawa Conan) dentro de la línea SH Figuarts. La figura es articulada y está hecha en PVC. Mide unos 9 cm de alto e incluye una gran variedad de complementos y opciones que permiten capturar muchas de las expresiones del personaje en la serie. El set viene con: 1x figura de Edogawa Conan, 4x expresiones faciales, 6x manos izquierda, 4x manos derecha 2x pelotas de fútbol y 1x cabeza alternativa.</span></div>","[""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Fabricantes / Marcas > Tamashii Natios > SH Figuarts"",""Fabricantes / Marcas > Tamashii Nations""]"
4573102576620,TORU AMURO FIGURA 16 CM DETECTIVE CONAN CASE CLOSED SH FIGUARTS,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Tamashii Nations presenta la figura de Toru Amuro, de la serie del Detective Conan, dentro de la línea SH Figuarts. Esta figura está basada en la última y exitosa entrega ""Detective Conan: The Fist of Blue Sapphire"". Es articulada y está hecha en PVC. Mide unos 16 cm de alto. El set viene con: 1x figura de Ran Mouri, 4x expresiones faciales, 3x caras de sus diferentes alter ego, 1x teléfono mobil.</span></div>","[""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Fabricantes / Marcas > Tamashii Natios > SH Figuarts"",""Fabricantes / Marcas > Tamashii Nations""]"
4573102556530,VICIOUS FIGURA 15 CM COWBOY BEBOP SH FIGUARTS,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Tamashii Nations presenta una de las figuras más esperadas por los coleccionistas: Spike Spiegel de Cowboy Beebop que se une a la linea SH Figuarts. La figura mide unos 15 cm. Incluye como accesorios: 8 manos intercambiables (4 x iqz. y 4 x der.) 3 expresiones faciales y una pistola.</span></div>","[""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Fabricantes / Marcas > Tamashii Natios > SH Figuarts"",""Fabricantes / Marcas > Tamashii Nations""]"
4573102570475,KYLIE HAYABUSA SET 2 FIGURAS 13 CM THE KOTOBUKI SQUADRON IN THE WILDERNESS FIGUARTS MINI,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Tamashii Nations presenta para la colección Figuarts Mini el set de 2 figuras de Kylie &amp; Hayabusa basadas een el anime ""The Kotobuki Squadron in the Wilderness"". Se trata de una figura de unos 9 cm de alto (Hayabusa), hecha en PVC y ABS, que puede usarse para pilotar el caza de guerra Kylie (13 cm). El set además incluye un complemento de pelo y una base soporte para el avión y la figuara.</span></div>","[""Manga y Anime"",""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Fabricantes / Marcas > Tamashii Natios > Figuarts mini"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Manga y Anime > The Kotobuki Squadron in the Wilderness"",""Fabricantes / Marcas > Tamashii Nations""]"
4549660112037,S.H. Figuarts Figura Woman Solid Black Color Version 15 cm,"<p class=""ng-binding"">Figura articulada de la línea ´S.H. Figuarts´ con accesorios, tamaño aprox. 15 cm.</p>","[""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras""]"
4549660161394,HOMBRE VER. COLOR NARANJA PALIDO FIGURA 14 CM BODY KUN TAKARAI RIHITO SH FIGUARTS,"<div class=""pull-left w100 text-justify well well-lg text-primary""><span id=""ctl00_MainContent_txtSinpsis"">Tamashii Nations dentro de la colección SH Figuarts presenta una nueva línea de figuras articuladas pensadas para los artistas. Se trata de una nueva colección pensada para que sirva como referencia visual para recrear cualquier pose humana (hombre), con proporciones supervisadas por el artista del manga Takarai Rihito. Mide 14 cm, está hecha en PVC posee más de 30 tipos de articulación e incluye diferentes complementos intercambiables como 4x manos izquierdas, 4x manos derechas, 3x tipos de manos juntas y un folleto.</span></div>","[""Manga y Anime > Dr. Slump - Arale > Figuras"",""Manga y Anime > Dragon Ball > Figuras"",""Manga y Anime > Fullmetal Alchemist > Figuras"",""Manga y Anime > JOJO'S BIZARRE ADVENTURE > Figuras"",""Manga y Anime > My Hero Academia > Figuras"",""Manga y Anime > Naruto > Figuras"",""Manga y Anime > One Piece > Figuras"",""Fabricantes / Marcas > Tamashii Natios > SH Figuarts"",""Fabricantes / Marcas > Tamashii Nations""]"
